Training log data for domain blocksworld:
printing the data chronological
Epoch 1:
Training data for problem d-4-0.pddl in epoch 1:
model creation time: 8.77414584159851s
problem epoch data for epoch 1, problem epoch 1
	sampling search time: 2.5784502029418945s
	during this search the following actions were chosen:
		pick-up b was chosen with probability 0.254960
		stack b d was chosen with probability 0.274294
		pick-up c was chosen with probability 0.398221
		stack c a was chosen with probability 0.394085
		unstack c a was chosen with probability 0.508505
	training time: 38.820348024368286s
	during the training the following losses were computed:
		loss: 1.225200
		loss: 1.210000
		loss: 1.197500
		loss: 1.184400
		loss: 1.170700
		loss: 1.158500
		loss: 1.147000
		loss: 1.135000
		loss: 1.122700
		loss: 1.110500
		loss: 1.098700
		loss: 1.086500
		loss: 1.073900
		loss: 1.060900
		loss: 1.048200
		loss: 1.035000
		loss: 1.021400
		loss: 1.007800
		loss: 0.993600
		loss: 0.979400
		loss: 0.964800
		loss: 0.949800
		loss: 0.934300
		loss: 0.918700
		loss: 0.902800
		loss: 0.886800
		loss: 0.870400
		loss: 0.853900
		loss: 0.837300
		loss: 0.820700
		loss: 0.804100
		loss: 0.787400
		loss: 0.770800
		loss: 0.754400
		loss: 0.738000
		loss: 0.721700
		loss: 0.705600
		loss: 0.689700
		loss: 0.674300
		loss: 0.659200
		loss: 0.644300
		loss: 0.629900
		loss: 0.616100
		loss: 0.602700
		loss: 0.589800
		loss: 0.577200
		loss: 0.565400
		loss: 0.554300
		loss: 0.543800
		loss: 0.533800
		loss: 0.524300
		loss: 0.515400
		loss: 0.507000
		loss: 0.499100
		loss: 0.491700
		loss: 0.484800
		loss: 0.478300
		loss: 0.472400
		loss: 0.466800
		loss: 0.461600
		loss: 0.456800
		loss: 0.452300
		loss: 0.448000
		loss: 0.444100
		loss: 0.440400
		loss: 0.436900
		loss: 0.433700
		loss: 0.430700
		loss: 0.427800
		loss: 0.425100
		loss: 0.422600
		loss: 0.420200
		loss: 0.417900
		loss: 0.415800
		loss: 0.413800
		loss: 0.411800
		loss: 0.410000
		loss: 0.408200
		loss: 0.406500
		loss: 0.404800
		loss: 0.403200
		loss: 0.401700
		loss: 0.400200
		loss: 0.398700
		loss: 0.397300
		loss: 0.396000
		loss: 0.394600
		loss: 0.393300
		loss: 0.392000
		loss: 0.390700
		loss: 0.389400
		loss: 0.388100
		loss: 0.386900
		loss: 0.385700
		loss: 0.384500
		loss: 0.383300
		loss: 0.382100
		loss: 0.380900
		loss: 0.379700
		loss: 0.378600
	Overall the loss development was 1.225200 -> 0.378600
problem epoch data for epoch 1, problem epoch 2
	sampling search time: 2.4515507221221924s
	during this search the following actions were chosen:
		pick-up b was chosen with probability 0.330595
		stack b a was chosen with probability 0.986942
		pick-up c was chosen with probability 0.977234
		stack c b was chosen with probability 0.992123
		pick-up d was chosen with probability 0.998681
		stack d c was chosen with probability 0.998406
	training time: 10.167471885681152s
	during the training the following losses were computed:
		loss: 0.377400
		loss: 0.376300
		loss: 0.375100
		loss: 0.374000
		loss: 0.372900
		loss: 0.371800
		loss: 0.370700
		loss: 0.369600
		loss: 0.368500
		loss: 0.367400
		loss: 0.366300
		loss: 0.365200
		loss: 0.364100
		loss: 0.363000
		loss: 0.362000
		loss: 0.360900
		loss: 0.359900
		loss: 0.358800
		loss: 0.357800
		loss: 0.356700
		loss: 0.355700
		loss: 0.354700
		loss: 0.353600
		loss: 0.352600
		loss: 0.351600
		loss: 0.350600
		loss: 0.349600
		loss: 0.348600
		loss: 0.347600
		loss: 0.346600
		loss: 0.345600
		loss: 0.344600
		loss: 0.343700
		loss: 0.342700
		loss: 0.341700
		loss: 0.340800
		loss: 0.339800
		loss: 0.338900
		loss: 0.337900
		loss: 0.337000
		loss: 0.336000
		loss: 0.335100
		loss: 0.334200
		loss: 0.333200
		loss: 0.332300
		loss: 0.331400
		loss: 0.330500
		loss: 0.329600
		loss: 0.328700
		loss: 0.327800
		loss: 0.326900
		loss: 0.326000
		loss: 0.325100
		loss: 0.324200
		loss: 0.323300
		loss: 0.322500
		loss: 0.321600
		loss: 0.320700
		loss: 0.319900
		loss: 0.319000
		loss: 0.318200
		loss: 0.317300
		loss: 0.316500
		loss: 0.315600
		loss: 0.314800
		loss: 0.314000
		loss: 0.313100
		loss: 0.312300
		loss: 0.311500
		loss: 0.310700
		loss: 0.309900
		loss: 0.309000
		loss: 0.308200
		loss: 0.307400
		loss: 0.306600
		loss: 0.305900
		loss: 0.305100
		loss: 0.304300
		loss: 0.303500
		loss: 0.302700
		loss: 0.301900
		loss: 0.301200
		loss: 0.300400
		loss: 0.299600
		loss: 0.298900
		loss: 0.298100
		loss: 0.297400
		loss: 0.296600
		loss: 0.295900
		loss: 0.295100
		loss: 0.294400
		loss: 0.293700
		loss: 0.293000
		loss: 0.292200
		loss: 0.291500
		loss: 0.290800
		loss: 0.290100
		loss: 0.289400
		loss: 0.288700
		loss: 0.287900
	Overall the loss development was 0.377400 -> 0.287900
problem epoch data for epoch 1, problem epoch 3
	sampling search time: 2.477372407913208s
	during this search the following actions were chosen:
		pick-up b was chosen with probability 0.331448
		stack b a was chosen with probability 0.989013
		pick-up c was chosen with probability 0.988521
		stack c b was chosen with probability 0.993502
		pick-up d was chosen with probability 0.997965
		stack d c was chosen with probability 0.998001
	training time: 10.172816753387451s
	during the training the following losses were computed:
		loss: 0.287200
		loss: 0.286600
		loss: 0.285900
		loss: 0.285200
		loss: 0.284500
		loss: 0.283800
		loss: 0.283100
		loss: 0.282400
		loss: 0.281800
		loss: 0.281100
		loss: 0.280400
		loss: 0.279800
		loss: 0.279100
		loss: 0.278500
		loss: 0.277800
		loss: 0.277200
		loss: 0.276500
		loss: 0.275900
		loss: 0.275200
		loss: 0.274600
		loss: 0.274000
		loss: 0.273300
		loss: 0.272700
		loss: 0.272100
		loss: 0.271500
		loss: 0.270900
		loss: 0.270200
		loss: 0.269600
		loss: 0.269000
		loss: 0.268400
		loss: 0.267800
		loss: 0.267200
		loss: 0.266600
		loss: 0.266000
		loss: 0.265500
		loss: 0.264900
		loss: 0.264300
		loss: 0.263700
		loss: 0.263100
		loss: 0.262600
		loss: 0.262000
		loss: 0.261400
		loss: 0.260900
		loss: 0.260300
		loss: 0.259700
		loss: 0.259200
		loss: 0.258600
		loss: 0.258100
		loss: 0.257500
		loss: 0.257000
		loss: 0.256500
		loss: 0.255900
		loss: 0.255400
		loss: 0.254900
		loss: 0.254300
		loss: 0.253800
		loss: 0.253300
		loss: 0.252800
		loss: 0.252200
		loss: 0.251700
		loss: 0.251200
		loss: 0.250700
		loss: 0.250200
		loss: 0.249700
		loss: 0.249200
		loss: 0.248700
