Saving final weights in benchmarks/parcprinter/training/asnet_final_weights.h5
Training log data for domain parcprinter:
printing the data chronological
Epoch 1:
Training data for problem d-01.pddl in epoch 1:
model creation time: 16.053865432739258s
problem epoch data for epoch 1, problem epoch 1
	sampling search time: 3.5064680576324463s
	during this search the following actions were chosen:
	training time: 67.01116442680359s
	during the training the following losses were computed:
		loss: 1.152800
		loss: 1.133200
		loss: 1.114800
		loss: 1.098800
		loss: 1.081900
		loss: 1.065100
		loss: 1.048600
		loss: 1.031800
		loss: 1.015100
		loss: 0.998300
		loss: 0.981200
		loss: 0.964000
		loss: 0.946800
		loss: 0.929700
		loss: 0.912600
		loss: 0.896000
		loss: 0.879400
		loss: 0.863200
		loss: 0.847300
		loss: 0.832000
		loss: 0.817100
		loss: 0.802800
		loss: 0.788700
		loss: 0.775200
		loss: 0.762500
		loss: 0.750200
		loss: 0.738600
		loss: 0.727600
		loss: 0.717400
		loss: 0.707700
		loss: 0.698500
		loss: 0.689700
		loss: 0.681400
		loss: 0.673300
		loss: 0.665600
		loss: 0.658100
		loss: 0.650900
		loss: 0.643900
		loss: 0.637000
		loss: 0.630200
		loss: 0.623600
		loss: 0.617000
		loss: 0.610600
		loss: 0.604200
		loss: 0.597900
		loss: 0.591700
		loss: 0.585500
		loss: 0.579400
		loss: 0.573400
		loss: 0.567500
		loss: 0.561500
		loss: 0.555700
		loss: 0.549900
		loss: 0.544100
		loss: 0.538500
		loss: 0.532900
		loss: 0.527300
		loss: 0.521800
		loss: 0.516500
		loss: 0.511100
		loss: 0.505800
		loss: 0.500600
		loss: 0.495400
		loss: 0.490300
		loss: 0.485300
		loss: 0.480300
		loss: 0.475400
		loss: 0.470600
		loss: 0.465800
		loss: 0.461000
		loss: 0.456300
		loss: 0.451700
		loss: 0.447100
		loss: 0.442600
		loss: 0.438100
		loss: 0.433700
		loss: 0.429300
		loss: 0.425000
		loss: 0.420800
		loss: 0.416600
		loss: 0.412400
		loss: 0.408300
		loss: 0.404300
		loss: 0.400200
		loss: 0.396300
		loss: 0.392400
		loss: 0.388500
		loss: 0.384600
		loss: 0.380800
		loss: 0.377100
		loss: 0.373400
		loss: 0.369700
		loss: 0.366100
		loss: 0.362500
		loss: 0.358900
		loss: 0.355400
		loss: 0.351900
		loss: 0.348500
		loss: 0.345100
		loss: 0.341700
		loss: 0.338400
		loss: 0.335100
		loss: 0.331800
		loss: 0.328600
		loss: 0.325400
		loss: 0.322300
		loss: 0.319200
		loss: 0.316100
		loss: 0.313000
		loss: 0.310000
		loss: 0.307000
		loss: 0.304100
		loss: 0.301200
		loss: 0.298300
		loss: 0.295400
		loss: 0.292600
		loss: 0.289800
		loss: 0.287000
		loss: 0.284300
		loss: 0.281600
		loss: 0.278900
		loss: 0.276200
		loss: 0.273600
		loss: 0.271000
		loss: 0.268400
		loss: 0.265900
		loss: 0.263400
		loss: 0.260900
		loss: 0.258400
		loss: 0.256000
		loss: 0.253600
		loss: 0.251200
		loss: 0.248800
		loss: 0.246500
		loss: 0.244200
		loss: 0.241900
		loss: 0.239600
		loss: 0.237400
		loss: 0.235100
		loss: 0.232900
		loss: 0.230700
		loss: 0.228600
		loss: 0.226500
		loss: 0.224300
		loss: 0.222300
		loss: 0.220200
		loss: 0.218100
		loss: 0.216100
		loss: 0.214100
		loss: 0.212100
		loss: 0.210200
		loss: 0.208200
		loss: 0.206300
		loss: 0.204400
		loss: 0.202500
		loss: 0.200700
		loss: 0.198800
		loss: 0.197000
		loss: 0.195200
		loss: 0.193400
		loss: 0.191600
		loss: 0.189800
		loss: 0.188100
		loss: 0.186400
		loss: 0.184700
		loss: 0.183000
		loss: 0.181300
		loss: 0.179700
		loss: 0.178000
		loss: 0.176400
		loss: 0.174800
		loss: 0.173200
		loss: 0.171600
		loss: 0.170100
		loss: 0.168500
		loss: 0.167000
		loss: 0.165500
		loss: 0.164000
		loss: 0.162500
		loss: 0.161100
		loss: 0.159600
		loss: 0.158200
		loss: 0.156800
		loss: 0.155400
		loss: 0.154000
		loss: 0.152600
		loss: 0.151200
		loss: 0.149900
		loss: 0.148500
		loss: 0.147200
		loss: 0.145900
		loss: 0.144600
		loss: 0.143300
