Saving final weights in benchmarks/hanoi/training/asnet_final_weights.h5
Training log data for domain hanoi:
printing the data chronological
Epoch 1:
Training data for problem d-01.pddl in epoch 1:
model creation time: 1.8700590133666992s
problem epoch data for epoch 1, problem epoch 1
	sampling search time: 0.829031229019165s
	during this search the following actions were chosen:
		move d1 peg3 peg2 was chosen with probability 0.500350
		move d1 peg2 peg3 was chosen with probability 0.500350
	training time: 32.211827754974365s
	during the training the following losses were computed:
		loss: 0.546900
		loss: 0.545100
		loss: 0.543900
		loss: 0.543000
		loss: 0.542000
		loss: 0.541000
		loss: 0.540000
		loss: 0.539000
		loss: 0.538000
		loss: 0.537100
		loss: 0.536100
		loss: 0.535100
		loss: 0.534000
		loss: 0.532900
		loss: 0.531900
		loss: 0.531000
		loss: 0.529900
		loss: 0.528900
		loss: 0.527400
		loss: 0.526600
		loss: 0.524900
		loss: 0.523500
		loss: 0.522200
		loss: 0.520900
		loss: 0.519600
		loss: 0.518400
		loss: 0.517100
		loss: 0.515700
		loss: 0.514300
		loss: 0.512800
		loss: 0.511300
		loss: 0.509700
		loss: 0.508100
		loss: 0.506300
		loss: 0.504600
		loss: 0.502700
		loss: 0.500700
		loss: 0.498700
		loss: 0.496700
		loss: 0.494300
		loss: 0.492000
		loss: 0.489600
		loss: 0.487200
		loss: 0.484800
		loss: 0.482200
		loss: 0.479400
		loss: 0.476600
		loss: 0.473600
		loss: 0.470400
		loss: 0.467300
		loss: 0.463900
		loss: 0.460500
		loss: 0.457000
		loss: 0.453400
		loss: 0.449400
		loss: 0.445500
		loss: 0.441600
		loss: 0.437500
		loss: 0.433100
		loss: 0.429100
		loss: 0.424300
		loss: 0.419800
		loss: 0.415000
		loss: 0.410200
		loss: 0.405300
		loss: 0.399900
		loss: 0.394800
		loss: 0.389100
		loss: 0.383200
		loss: 0.377300
		loss: 0.372100
		loss: 0.365400
		loss: 0.359100
		loss: 0.353000
		loss: 0.346400
		loss: 0.340000
		loss: 0.333400
		loss: 0.326800
		loss: 0.319800
		loss: 0.312500
		loss: 0.305200
		loss: 0.298000
		loss: 0.290000
		loss: 0.282300
		loss: 0.274900
		loss: 0.266800
		loss: 0.259100
		loss: 0.251500
		loss: 0.243700
		loss: 0.236600
		loss: 0.228900
		loss: 0.221700
		loss: 0.214600
		loss: 0.207000
		loss: 0.200000
		loss: 0.192900
		loss: 0.185900
		loss: 0.179200
		loss: 0.172900
		loss: 0.166500
		loss: 0.160300
		loss: 0.154400
		loss: 0.148600
		loss: 0.143300
		loss: 0.137900
		loss: 0.132800
		loss: 0.128000
		loss: 0.123500
		loss: 0.119200
		loss: 0.115000
		loss: 0.111200
		loss: 0.107700
		loss: 0.104300
		loss: 0.101100
		loss: 0.098100
		loss: 0.095200
		loss: 0.092600
		loss: 0.090100
		loss: 0.087900
		loss: 0.085700
		loss: 0.083800
		loss: 0.082000
		loss: 0.080300
		loss: 0.078700
		loss: 0.077200
		loss: 0.075800
		loss: 0.074500
		loss: 0.073300
		loss: 0.072200
		loss: 0.071200
		loss: 0.070200
		loss: 0.069300
		loss: 0.068400
		loss: 0.067600
		loss: 0.066800
		loss: 0.066100
		loss: 0.065400
		loss: 0.064800
		loss: 0.064200
		loss: 0.063600
		loss: 0.063100
		loss: 0.062600
		loss: 0.062000
		loss: 0.061600
		loss: 0.061200
		loss: 0.060700
		loss: 0.060300
		loss: 0.059900
		loss: 0.059600
		loss: 0.059200
		loss: 0.058900
		loss: 0.058600
		loss: 0.058200
		loss: 0.057900
		loss: 0.057600
		loss: 0.057400
		loss: 0.057100
		loss: 0.056800
		loss: 0.056600
		loss: 0.056300
		loss: 0.056100
		loss: 0.055900
		loss: 0.055600
		loss: 0.055400
		loss: 0.055200
		loss: 0.055000
		loss: 0.054800
		loss: 0.054500
		loss: 0.054300
		loss: 0.054200
		loss: 0.054000
		loss: 0.053800
		loss: 0.053600
		loss: 0.053400
		loss: 0.053200
		loss: 0.053100
		loss: 0.052900
		loss: 0.052700
		loss: 0.052500
		loss: 0.052400
		loss: 0.052200
		loss: 0.052100
		loss: 0.051900
		loss: 0.051800
		loss: 0.051600
		loss: 0.051500
		loss: 0.051300
		loss: 0.051200
		loss: 0.051000
		loss: 0.050900
		loss: 0.050700
		loss: 0.050600
		loss: 0.050500
		loss: 0.050300
		loss: 0.050200
		loss: 0.050100
		loss: 0.049900
		loss: 0.049800
		loss: 0.049700
		loss: 0.049600
		loss: 0.049400
		loss: 0.049300
		loss: 0.049200
		loss: 0.049100
		loss: 0.048900
		loss: 0.048800
		loss: 0.048700
		loss: 0.048600
		loss: 0.048500
		loss: 0.048400
		loss: 0.048200
		loss: 0.048100
		loss: 0.048000
		loss: 0.047900
		loss: 0.047800
		loss: 0.047700
		loss: 0.047600
		loss: 0.047500
		loss: 0.047400
		loss: 0.047300
		loss: 0.047200
		loss: 0.047000
		loss: 0.046900
		loss: 0.046800
		loss: 0.046700
		loss: 0.046600
		loss: 0.046500
		loss: 0.046400
		loss: 0.046300
		loss: 0.046200
		loss: 0.046100
		loss: 0.046000
		loss: 0.045900
		loss: 0.045900
		loss: 0.045800
		loss: 0.045700
		loss: 0.045600
		loss: 0.045500
		loss: 0.045400
		loss: 0.045300
		loss: 0.045200
		loss: 0.045100
		loss: 0.045000
		loss: 0.044900
		loss: 0.044800
		loss: 0.044800
		loss: 0.044700
		loss: 0.044600
		loss: 0.044500
		loss: 0.044400
		loss: 0.044300
		loss: 0.044200
		loss: 0.044200
		loss: 0.044100
		loss: 0.044000
		loss: 0.043900
	Overall the loss development was 0.546900 -> 0.043900
problem epoch data for epoch 1, problem epoch 2
	sampling search time: 0.7905712127685547s
	during this search the following actions were chosen:
		move d1 peg3 peg1 was chosen with probability 0.997455
	training time: 26.058265924453735s
	during the training the following losses were computed:
		loss: 0.043400
		loss: 0.043300
		loss: 0.043200
		loss: 0.043200
		loss: 0.043100
		loss: 0.043000
		loss: 0.042900
		loss: 0.042800
		loss: 0.042800
		loss: 0.042700
		loss: 0.042600
		loss: 0.042500
		loss: 0.042500
		loss: 0.042400
		loss: 0.042300
		loss: 0.042200
		loss: 0.042200
		loss: 0.042100
		loss: 0.042000
		loss: 0.041900
		loss: 0.041900
		loss: 0.041800
		loss: 0.041700
		loss: 0.041700
		loss: 0.041600
		loss: 0.041500
		loss: 0.041400
		loss: 0.041400
		loss: 0.041300
		loss: 0.041200
		loss: 0.041200
		loss: 0.041100
		loss: 0.041000
		loss: 0.041000
		loss: 0.040900
		loss: 0.040800
		loss: 0.040800
		loss: 0.040700
		loss: 0.040600
		loss: 0.040600
		loss: 0.040500
		loss: 0.040400
		loss: 0.040400
		loss: 0.040300
		loss: 0.040200
		loss: 0.040200
		loss: 0.040100
		loss: 0.040000
		loss: 0.040000
		loss: 0.039900
		loss: 0.039800
		loss: 0.039800
		loss: 0.039700
		loss: 0.039700
		loss: 0.039600
		loss: 0.039500
		loss: 0.039500
		loss: 0.039400
		loss: 0.039300
		loss: 0.039300
		loss: 0.039200
		loss: 0.039200
		loss: 0.039100
		loss: 0.039000
		loss: 0.039000
		loss: 0.038900
		loss: 0.038900
		loss: 0.038800
		loss: 0.038700
		loss: 0.038700
		loss: 0.038600
		loss: 0.038600
		loss: 0.038500
		loss: 0.038500
		loss: 0.038400
		loss: 0.038300
		loss: 0.038300
		loss: 0.038200
		loss: 0.038200
		loss: 0.038100
		loss: 0.038100
		loss: 0.038000
		loss: 0.037900
		loss: 0.037900
		loss: 0.037800
		loss: 0.037800
		loss: 0.037700
		loss: 0.037700
		loss: 0.037600
		loss: 0.037600
		loss: 0.037500
		loss: 0.037500
		loss: 0.037400
		loss: 0.037300
		loss: 0.037300
		loss: 0.037200
		loss: 0.037200
		loss: 0.037100
		loss: 0.037100
		loss: 0.037000
		loss: 0.037000
		loss: 0.036900
		loss: 0.036900
		loss: 0.036800
		loss: 0.036800
		loss: 0.036700
		loss: 0.036700
		loss: 0.036600
		loss: 0.036600
		loss: 0.036500
		loss: 0.036500
		loss: 0.036400
		loss: 0.036400
		loss: 0.036300
		loss: 0.036300
		loss: 0.036200
		loss: 0.036200
		loss: 0.036100
		loss: 0.036100
		loss: 0.036000
		loss: 0.036000
		loss: 0.035900
		loss: 0.035900
		loss: 0.035800
		loss: 0.035800
		loss: 0.035800
		loss: 0.035700
		loss: 0.035700
		loss: 0.035600
		loss: 0.035600
		loss: 0.035500
		loss: 0.035500
		loss: 0.035400
		loss: 0.035400
		loss: 0.035300
		loss: 0.035300
		loss: 0.035200
		loss: 0.035200
		loss: 0.035200
		loss: 0.035100
		loss: 0.035100
		loss: 0.035000
		loss: 0.035000
		loss: 0.034900
		loss: 0.034900
		loss: 0.034800
		loss: 0.034800
		loss: 0.034800
		loss: 0.034700
		loss: 0.034700
		loss: 0.034600
		loss: 0.034600
		loss: 0.034500
		loss: 0.034500
		loss: 0.034500
		loss: 0.034400
		loss: 0.034400
		loss: 0.034300
		loss: 0.034300
		loss: 0.034200
		loss: 0.034200
		loss: 0.034200
		loss: 0.034100
		loss: 0.034100
		loss: 0.034000
		loss: 0.034000
		loss: 0.034000
		loss: 0.033900
		loss: 0.033900
		loss: 0.033800
		loss: 0.033800
		loss: 0.033800
		loss: 0.033700
		loss: 0.033700
		loss: 0.033600
		loss: 0.033600
		loss: 0.033600
		loss: 0.033500
		loss: 0.033500
		loss: 0.033400
		loss: 0.033400
		loss: 0.033400
		loss: 0.033300
		loss: 0.033300
		loss: 0.033200
		loss: 0.033200
		loss: 0.033200
		loss: 0.033100
		loss: 0.033100
		loss: 0.033100
		loss: 0.033000
		loss: 0.033000
		loss: 0.032900
		loss: 0.032900
		loss: 0.032900
		loss: 0.032800
		loss: 0.032800
		loss: 0.032800
		loss: 0.032700
		loss: 0.032700
		loss: 0.032600
		loss: 0.032600
		loss: 0.032600
		loss: 0.032500
		loss: 0.032500
		loss: 0.032500
		loss: 0.032400
		loss: 0.032400
		loss: 0.032400
		loss: 0.032300
		loss: 0.032300
		loss: 0.032300
		loss: 0.032200
		loss: 0.032200
		loss: 0.032100
		loss: 0.032100
		loss: 0.032100
		loss: 0.032000
		loss: 0.032000
		loss: 0.032000
		loss: 0.031900
		loss: 0.031900
		loss: 0.031900
		loss: 0.031800
		loss: 0.031800
		loss: 0.031800
